func,dims,levels,grid,method,seed,budget,n_evals,folds,rank_pct,found_opt,wall
rosenbrock,4,16,65536,ags_no_early_stop,1,200,200,994,1.52587890625e-05,False,0.4059163779998016
rosenbrock,4,16,65536,ags_no_early_stop,2,50,200,250,0.0001220703125,False,0.489302564999889
rosenbrock,4,16,65536,ags_no_early_stop,2,100,200,456,0.0001220703125,False,0.489302564999889
rosenbrock,4,16,65536,ags_no_early_stop,2,200,200,826,0.0001220703125,False,0.489302564999889
rosenbrock,4,16,65536,ags_no_early_stop,3,50,200,233,0.000885009765625,False,0.4536814560001403
rosenbrock,4,16,65536,ags_no_early_stop,3,100,200,423,0.000885009765625,False,0.4536814560001403
rosenbrock,4,16,65536,ags_no_early_stop,3,200,200,754,0.000885009765625,False,0.4536814560001403
rosenbrock,4,16,65536,ags_no_early_stop,4,50,200,250,0.1977081298828125,False,0.39531212700012475
rosenbrock,4,16,65536,ags_no_early_stop,4,100,200,500,0.0031585693359375,False,0.39531212700012475
rosenbrock,4,16,65536,ags_no_early_stop,4,200,200,1000,0.0,True,0.39531212700012475
rosenbrock,4,16,65536,ags_no_early_stop,5,50,200,250,0.0054931640625,False,0.3927858740003103
rosenbrock,4,16,65536,ags_no_early_stop,5,100,200,500,9.1552734375e-05,False,0.3927858740003103
rosenbrock,4,16,65536,ags_no_early_stop,5,200,200,957,6.103515625e-05,False,0.3927858740003103
rosenbrock,4,16,65536,ags_no_early_stop,6,50,200,250,4.57763671875e-05,False,0.4388979210002617
rosenbrock,4,16,65536,ags_no_early_stop,6,100,200,494,1.52587890625e-05,False,0.4388979210002617
rosenbrock,4,16,65536,ags_no_early_stop,6,200,200,881,1.52587890625e-05,False,0.4388979210002617
rosenbrock,4,16,65536,ags_no_early_stop,7,50,200,250,0.0004119873046875,False,0.46342924700002186
rosenbrock,4,16,65536,ags_no_early_stop,7,100,200,456,0.0001220703125,False,0.46342924700002186
rosenbrock,4,16,65536,ags_no_early_stop,7,200,200,819,0.0001220703125,False,0.46342924700002186
rosenbrock,4,16,65536,ags_no_early_stop,8,50,200,250,0.03167724609375,False,0.4030359859998498
rosenbrock,4,16,65536,ags_no_early_stop,8,100,200,500,0.0021209716796875,False,0.4030359859998498
rosenbrock,4,16,65536,ags_no_early_stop,8,200,200,991,1.52587890625e-05,False,0.4030359859998498
rosenbrock,4,16,65536,ags_no_early_stop,9,50,200,247,0.0001220703125,False,0.4483404950001386
rosenbrock,4,16,65536,ags_no_early_stop,9,100,200,450,0.0001220703125,False,0.4483404950001386
rosenbrock,4,16,65536,ags_no_early_stop,9,200,200,815,0.0001220703125,False,0.4483404950001386
rosenbrock,4,16,65536,random,0,50,200,250,0.015594482421875,False,0.01304654700015817
rosenbrock,4,16,65536,random,0,100,200,500,0.01300048828125,False,0.01304654700015817
rosenbrock,4,16,65536,random,0,200,200,1000,0.0099945068359375,False,0.01304654700015817
rosenbrock,4,16,65536,random,1,50,200,250,0.032440185546875,False,0.012881637999726081
rosenbrock,4,16,65536,random,1,100,200,500,0.032440185546875,False,0.012881637999726081
rosenbrock,4,16,65536,random,1,200,200,1000,0.0010986328125,False,0.012881637999726081
rosenbrock,4,16,65536,random,2,50,200,250,0.0025634765625,False,0.014566821999778767
rosenbrock,4,16,65536,random,2,100,200,500,0.0025634765625,False,0.014566821999778767
rosenbrock,4,16,65536,random,2,200,200,1000,0.0025634765625,False,0.014566821999778767
rosenbrock,4,16,65536,random,3,50,200,250,0.0113525390625,False,0.012814929999876767
rosenbrock,4,16,65536,random,3,100,200,500,0.01068115234375,False,0.012814929999876767
rosenbrock,4,16,65536,random,3,200,200,1000,0.01068115234375,False,0.012814929999876767
rosenbrock,4,16,65536,random,4,50,200,250,0.016876220703125,False,0.013723763000143663
rosenbrock,4,16,65536,random,4,100,200,500,0.01348876953125,False,0.013723763000143663
rosenbrock,4,16,65536,random,4,200,200,1000,0.011749267578125,False,0.013723763000143663
rosenbrock,4,16,65536,random,5,50,200,250,0.0671234130859375,False,0.012752084000112518
rosenbrock,4,16,65536,random,5,100,200,500,0.0124664306640625,False,0.012752084000112518
rosenbrock,4,16,65536,random,5,200,200,1000,0.0046234130859375,False,0.012752084000112518
rosenbrock,4,16,65536,random,6,50,200,250,0.0616912841796875,False,0.01323459900004309
rosenbrock,4,16,65536,random,6,100,200,500,0.020721435546875,False,0.01323459900004309
rosenbrock,4,16,65536,random,6,200,200,1000,0.0002288818359375,False,0.01323459900004309
rosenbrock,4,16,65536,random,7,50,200,250,0.0191192626953125,False,0.013071113999558293
rosenbrock,4,16,65536,random,7,100,200,500,0.004058837890625,False,0.013071113999558293
rosenbrock,4,16,65536,random,7,200,200,1000,0.001220703125,False,0.013071113999558293
rosenbrock,4,16,65536,random,8,50,200,250,0.0037078857421875,False,0.013903508000112197
rosenbrock,4,16,65536,random,8,100,200,500,0.0037078857421875,False,0.013903508000112197
rosenbrock,4,16,65536,random,8,200,200,1000,0.0037078857421875,False,0.013903508000112197
rosenbrock,4,16,65536,random,9,50,200,250,0.01177978515625,False,0.013170713999897998
rosenbrock,4,16,65536,random,9,100,200,500,0.01177978515625,False,0.013170713999897998
rosenbrock,4,16,65536,random,9,200,200,1000,0.00433349609375,False,0.013170713999897998
rosenbrock,4,16,65536,optuna_tpe,0,50,200,250,0.001220703125,False,0.855827108000085
rosenbrock,4,16,65536,optuna_tpe,0,100,200,500,0.0001373291015625,False,0.855827108000085
rosenbrock,4,16,65536,optuna_tpe,0,200,200,1000,1.52587890625e-05,False,0.855827108000085
rosenbrock,4,16,65536,optuna_tpe,1,50,200,250,0.0016021728515625,False,0.7427580250000574
rosenbrock,4,16,65536,optuna_tpe,1,100,200,500,1.52587890625e-05,False,0.7427580250000574
rosenbrock,4,16,65536,optuna_tpe,1,200,200,1000,1.52587890625e-05,False,0.7427580250000574
rosenbrock,4,16,65536,optuna_tpe,2,50,200,250,4.57763671875e-05,False,0.7357867109999461
rosenbrock,4,16,65536,optuna_tpe,2,100,200,500,4.57763671875e-05,False,0.7357867109999461
rosenbrock,4,16,65536,optuna_tpe,2,200,200,1000,1.52587890625e-05,False,0.7357867109999461
rosenbrock,4,16,65536,optuna_tpe,3,50,200,250,0.0001678466796875,False,0.7645137409999734
rosenbrock,4,16,65536,optuna_tpe,3,100,200,500,0.0001678466796875,False,0.7645137409999734
rosenbrock,4,16,65536,optuna_tpe,3,200,200,1000,3.0517578125e-05,False,0.7645137409999734
rosenbrock,4,16,65536,optuna_tpe,4,50,200,250,0.000274658203125,False,0.762762653000209
rosenbrock,4,16,65536,optuna_tpe,4,100,200,500,0.0001220703125,False,0.762762653000209
rosenbrock,4,16,65536,optuna_tpe,4,200,200,1000,0.0001220703125,False,0.762762653000209
rosenbrock,4,16,65536,optuna_tpe,5,50,200,250,0.0005340576171875,False,0.8459363860001758
rosenbrock,4,16,65536,optuna_tpe,5,100,200,500,1.52587890625e-05,False,0.8459363860001758
rosenbrock,4,16,65536,optuna_tpe,5,200,200,1000,1.52587890625e-05,False,0.8459363860001758
rosenbrock,4,16,65536,optuna_tpe,6,50,200,250,0.000579833984375,False,0.7749255359999552
rosenbrock,4,16,65536,optuna_tpe,6,100,200,500,4.57763671875e-05,False,0.7749255359999552
rosenbrock,4,16,65536,optuna_tpe,6,200,200,1000,1.52587890625e-05,False,0.7749255359999552
rosenbrock,4,16,65536,optuna_tpe,7,50,200,250,0.003448486328125,False,0.8503288720003184
rosenbrock,4,16,65536,optuna_tpe,7,100,200,500,0.00018310546875,False,0.8503288720003184
rosenbrock,4,16,65536,optuna_tpe,7,200,200,1000,3.0517578125e-05,False,0.8503288720003184
rosenbrock,4,16,65536,optuna_tpe,8,50,200,250,0.0003204345703125,False,0.8342171819999749
rosenbrock,4,16,65536,optuna_tpe,8,100,200,500,0.0001678466796875,False,0.8342171819999749
rosenbrock,4,16,65536,optuna_tpe,8,200,200,1000,1.52587890625e-05,False,0.8342171819999749
rosenbrock,4,16,65536,optuna_tpe,9,50,200,250,0.0014495849609375,False,0.8307145100002344
rosenbrock,4,16,65536,optuna_tpe,9,100,200,500,0.00018310546875,False,0.8307145100002344
rosenbrock,4,16,65536,optuna_tpe,9,200,200,1000,1.52587890625e-05,False,0.8307145100002344
rastrigin,4,16,65536,ags_default,0,19,19,95,0.017059326171875,False,0.025255017999825213
rastrigin,4,16,65536,ags_default,1,14,14,70,0.0904388427734375,False,0.01897685599988108
rastrigin,4,16,65536,ags_default,2,22,22,110,0.005340576171875,False,0.031668477000039275
rastrigin,4,16,65536,ags_default,3,18,18,90,0.0024261474609375,False,0.02367949800009228
rastrigin,4,16,65536,ags_default,4,18,18,90,0.0111083984375,False,0.023596978000114177
rastrigin,4,16,65536,ags_default,5,13,13,65,0.0991973876953125,False,0.015097948999937216
rastrigin,4,16,65536,ags_default,6,31,31,155,0.0140228271484375,False,0.047019776000070124
rastrigin,4,16,65536,ags_default,7,24,24,120,0.0018157958984375,False,0.036540099999911035
rastrigin,4,16,65536,ags_default,8,17,17,85,0.0693817138671875,False,0.02636327500022162
rastrigin,4,16,65536,ags_default,9,24,24,120,0.0115203857421875,False,0.037475037000149314
rastrigin,4,16,65536,ags_no_early_stop,0,50,200,250,0.017059326171875,False,0.40297632300007535
rastrigin,4,16,65536,ags_no_early_stop,0,100,200,440,0.017059326171875,False,0.40297632300007535
rastrigin,4,16,65536,ags_no_early_stop,0,200,200,851,0.0138397216796875,False,0.40297632300007535
rastrigin,4,16,65536,ags_no_early_stop,1,50,200,220,0.066375732421875,False,0.38427821599998424
rastrigin,4,16,65536,ags_no_early_stop,1,100,200,411,0.066375732421875,False,0.38427821599998424
rastrigin,4,16,65536,ags_no_early_stop,1,200,200,837,0.0234222412109375,False,0.38427821599998424
rastrigin,4,16,65536,ags_no_early_stop,2,50,200,250,0.0012054443359375,False,0.4235232430000906
rastrigin,4,16,65536,ags_no_early_stop,2,100,200,454,0.0012054443359375,False,0.4235232430000906
rastrigin,4,16,65536,ags_no_early_stop,2,200,200,895,9.1552734375e-05,False,0.4235232430000906
rastrigin,4,16,65536,ags_no_early_stop,3,50,200,250,0.000396728515625,False,0.4020413160001226
rastrigin,4,16,65536,ags_no_early_stop,3,100,200,443,0.000396728515625,False,0.4020413160001226
rastrigin,4,16,65536,ags_no_early_stop,3,200,200,856,0.000244140625,False,0.4020413160001226
rastrigin,4,16,65536,ags_no_early_stop,4,50,200,250,0.0010223388671875,False,0.4168912619998082
rastrigin,4,16,65536,ags_no_early_stop,4,100,200,474,0.0005035400390625,False,0.4168912619998082
rastrigin,4,16,65536,ags_no_early_stop,4,200,200,918,0.0,True,0.4168912619998082
rastrigin,4,16,65536,ags_no_early_stop,5,50,200,230,0.0350799560546875,False,0.40876606900019397
rastrigin,4,16,65536,ags_no_early_stop,5,100,200,427,0.0350799560546875,False,0.40876606900019397
rastrigin,4,16,65536,ags_no_early_stop,5,200,200,818,0.0168609619140625,False,0.40876606900019397
rastrigin,4,16,65536,ags_no_early_stop,6,50,200,250,0.0140228271484375,False,0.39560892400004377
rastrigin,4,16,65536,ags_no_early_stop,6,100,200,466,0.011077880859375,False,0.39560892400004377
rastrigin,4,16,65536,ags_no_early_stop,6,200,200,904,0.0017852783203125,False,0.39560892400004377
rastrigin,4,16,65536,ags_no_early_stop,7,50,200,242,0.0018157958984375,False,0.379143109999859
rastrigin,4,16,65536,ags_no_early_stop,7,100,200,424,0.000213623046875,False,0.379143109999859
rastrigin,4,16,65536,ags_no_early_stop,7,200,200,853,3.0517578125e-05,False,0.379143109999859
rastrigin,4,16,65536,ags_no_early_stop,8,50,200,236,0.035308837890625,False,0.39650190900010784
rastrigin,4,16,65536,ags_no_early_stop,8,100,200,467,0.02978515625,False,0.39650190900010784
rastrigin,4,16,65536,ags_no_early_stop,8,200,200,869,0.0138397216796875,False,0.39650190900010784
rastrigin,4,16,65536,ags_no_early_stop,9,50,200,250,0.0120849609375,False,0.4247262359999695
rastrigin,4,16,65536,ags_no_early_stop,9,100,200,468,0.0036773681640625,False,0.4247262359999695
rastrigin,4,16,65536,ags_no_early_stop,9,200,200,935,0.0006561279296875,False,0.4247262359999695
rastrigin,4,16,65536,random,0,50,200,250,0.006866455078125,False,0.017282664000049408
rastrigin,4,16,65536,random,0,100,200,500,0.0014190673828125,False,0.017282664000049408
rastrigin,4,16,65536,random,0,200,200,1000,0.0014190673828125,False,0.017282664000049408
rastrigin,4,16,65536,random,1,50,200,250,0.0052947998046875,False,0.01322832500000004
rastrigin,4,16,65536,random,1,100,200,500,0.0052947998046875,False,0.01322832500000004
rastrigin,4,16,65536,random,1,200,200,1000,0.005706787109375,False,0.01322832500000004
rastrigin,4,16,65536,random,2,50,200,250,0.0010986328125,False,0.013679982999747153
rastrigin,4,16,65536,random,2,100,200,500,0.0010986328125,False,0.013679982999747153
rastrigin,4,16,65536,random,2,200,200,1000,0.0010986328125,False,0.013679982999747153
rastrigin,4,16,65536,random,3,50,200,250,0.0236358642578125,False,0.013692720000108238
rastrigin,4,16,65536,random,3,100,200,500,0.0120391845703125,False,0.013692720000108238
rastrigin,4,16,65536,random,3,200,200,1000,0.002044677734375,False,0.013692720000108238
rastrigin,4,16,65536,random,4,50,200,250,0.0246734619140625,False,0.013234454999746958
rastrigin,4,16,65536,random,4,100,200,500,0.0246734619140625,False,0.013234454999746958
rastrigin,4,16,65536,random,4,200,200,1000,0.0074310302734375,False,0.013234454999746958
rastrigin,4,16,65536,random,5,50,200,250,0.00921630859375,False,0.014513994000026287
rastrigin,4,16,65536,random,5,100,200,500,0.0098876953125,False,0.014513994000026287
rastrigin,4,16,65536,random,5,200,200,1000,0.0098876953125,False,0.014513994000026287
rastrigin,4,16,65536,random,6,50,200,250,0.0283050537109375,False,0.016343937999863556
rastrigin,4,16,65536,random,6,100,200,500,0.0167694091796875,False,0.016343937999863556
rastrigin,4,16,65536,random,6,200,200,1000,0.00396728515625,False,0.016343937999863556
rastrigin,4,16,65536,random,7,50,200,250,0.0130157470703125,False,0.0170593849998113
rastrigin,4,16,65536,random,7,100,200,500,0.0046844482421875,False,0.0170593849998113
rastrigin,4,16,65536,random,7,200,200,1000,0.0046844482421875,False,0.0170593849998113
rastrigin,4,16,65536,random,8,50,200,250,0.00732421875,False,0.015866799999912473
rastrigin,4,16,65536,random,8,100,200,500,0.00732421875,False,0.015866799999912473
rastrigin,4,16,65536,random,8,200,200,1000,0.00732421875,False,0.015866799999912473
rastrigin,4,16,65536,random,9,50,200,250,0.011505126953125,False,0.01318029399999432
rastrigin,4,16,65536,random,9,100,200,500,0.0001373291015625,False,0.01318029399999432
rastrigin,4,16,65536,random,9,200,200,1000,0.0,True,0.01318029399999432
rastrigin,4,16,65536,optuna_tpe,0,50,200,250,0.000274658203125,False,0.8334338899999238
rastrigin,4,16,65536,optuna_tpe,0,100,200,500,0.000274658203125,False,0.8334338899999238
rastrigin,4,16,65536,optuna_tpe,0,200,200,1000,0.0,True,0.8334338899999238
rastrigin,4,16,65536,optuna_tpe,1,50,200,250,0.00054931640625,False,0.8569702730001154
rastrigin,4,16,65536,optuna_tpe,1,100,200,500,4.57763671875e-05,False,0.8569702730001154
rastrigin,4,16,65536,optuna_tpe,1,200,200,1000,0.0,True,0.8569702730001154
rastrigin,4,16,65536,optuna_tpe,2,50,200,250,0.0014495849609375,False,0.7512329669998508
rastrigin,4,16,65536,optuna_tpe,2,100,200,500,7.62939453125e-05,False,0.7512329669998508
rastrigin,4,16,65536,optuna_tpe,2,200,200,1000,3.0517578125e-05,False,0.7512329669998508
rastrigin,4,16,65536,optuna_tpe,3,50,200,250,0.0019378662109375,False,0.79193538599975
rastrigin,4,16,65536,optuna_tpe,3,100,200,500,0.0007781982421875,False,0.79193538599975
rastrigin,4,16,65536,optuna_tpe,3,200,200,1000,0.0,True,0.79193538599975
rastrigin,4,16,65536,optuna_tpe,4,50,200,250,0.0053558349609375,False,0.8970903700001145
rastrigin,4,16,65536,optuna_tpe,4,100,200,500,0.0014190673828125,False,0.8970903700001145
rastrigin,4,16,65536,optuna_tpe,4,200,200,1000,4.57763671875e-05,False,0.8970903700001145
rastrigin,4,16,65536,optuna_tpe,5,50,200,250,0.0013885498046875,False,0.7561630760001208
rastrigin,4,16,65536,optuna_tpe,5,100,200,500,3.0517578125e-05,False,0.7561630760001208
rastrigin,4,16,65536,optuna_tpe,5,200,200,1000,0.0,True,0.7561630760001208
rastrigin,4,16,65536,optuna_tpe,6,50,200,250,0.0009307861328125,False,0.8527338160001818
rastrigin,4,16,65536,optuna_tpe,6,100,200,500,0.0001983642578125,False,0.8527338160001818
rastrigin,4,16,65536,optuna_tpe,6,200,200,1000,0.0001983642578125,False,0.8527338160001818
rastrigin,4,16,65536,optuna_tpe,7,50,200,250,0.0047760009765625,False,0.8064805469998646
rastrigin,4,16,65536,optuna_tpe,7,100,200,500,0.000152587890625,False,0.8064805469998646
